21/04/11 12:34:18,empleospublicos.pages,>>>>>>>>>>>>>>>>>>>>>>> https://empleospublicos.cl/teee/data/convocatorias_sii.txt?nocache=1618158858276 false
21/04/11 12:34:24,empleospublicos.pages,19/09/03 -> 19/09/09
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3605/coordinadora-seccion-clima-laboral-y-seguridad-regional-metropolitana/
21/04/11 12:34:24,empleospublicos.pages,3/9/2019 -> 5/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/03 -> 19/09/05
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3620/secretaria-administrativa-departamento-de-fiscalia-y-asesoria-juridica-direccion-nacional/
21/04/11 12:34:24,empleospublicos.pages,4/9/2019 -> 13/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/04 -> 19/09/13
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3607/asesora-de-las-unidades-educativas-mencion-interculturalidad-region-metropolitana/
21/04/11 12:34:24,empleospublicos.pages,4/9/2019 -> 9/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/04 -> 19/09/09
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3622/educadora-de-parvulos-comuna-de-victoria-region-de-la-araucania/
21/04/11 12:34:24,empleospublicos.pages,4/9/2019 -> 9/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/04 -> 19/09/09
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3624/auxiliar-de-extension-horaria-22-h-region-de-los-lagos/
21/04/11 12:34:24,empleospublicos.pages,4/9/2019 -> 9/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/04 -> 19/09/09
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3625/tecnico-de-extension-horaria-22-h-region-de-los-lagos/
21/04/11 12:34:24,empleospublicos.pages,4/9/2019 -> 9/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/04 -> 19/09/09
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3626/tecnico-en-educacion-de-parvulos-comuna-de-quinchao-region-de-los-lagos/
21/04/11 12:34:24,empleospublicos.pages,4/9/2019 -> 29/11/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/04 -> 19/11/29
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3630/ranking-auxiliar-de-servicios-de-menores-region-de-los-lagos/
21/04/11 12:34:24,empleospublicos.pages,4/9/2019 -> 29/11/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/04 -> 19/11/29
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3631/ranking-educadora-de-parvulos-para-la-region-de-los-lagos/
21/04/11 12:34:24,empleospublicos.pages,4/9/2019 -> 29/11/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/04 -> 19/11/29
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3632/ranking-tecnico-en-educacion-de-parvulos-para-la-region-de-los-lagos/
21/04/11 12:34:24,empleospublicos.pages,4/9/2019 -> 9/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/04 -> 19/09/09
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3633/monitor-de-arte-profesional-o-no-profesional-de-grupos-de-apoyo-ceci-provincia-de-llanquihue-palena-region-de-los-lagos/
21/04/11 12:34:24,empleospublicos.pages,4/9/2019 -> 9/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/04 -> 19/09/09
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3634/tecnico-contable-oficina-de-licencias-medicas-direccion-regional-de-la-junji-region-de-los-lagos-3/
21/04/11 12:34:24,empleospublicos.pages,4/9/2019 -> 13/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/04 -> 19/09/13
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3635/ranking-tecnico-en-educacion-de-parvulos-provincia-de-malleco-region-de-la-araucania/
21/04/11 12:34:24,empleospublicos.pages,4/9/2019 -> 13/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/04 -> 19/09/13
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3636/ranking-educadora-de-parvulos-provincia-de-malleco-region-de-la-araucania/
21/04/11 12:34:24,empleospublicos.pages,4/9/2019 -> 13/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/04 -> 19/09/13
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3637/ranking-tecnico-en-educacion-de-parvulo-provincia-de-cautin-region-de-la-araucania/
21/04/11 12:34:24,empleospublicos.pages,4/9/2019 -> 13/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/04 -> 19/09/13
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3642/ranking-auxiliar-de-servicios-menores-provincia-de-cautin-region-de-la-araucania/
21/04/11 12:34:24,empleospublicos.pages,4/9/2019 -> 13/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/04 -> 19/09/13
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3639/ranking-auxiliar-de-servicios-menores-provincia-de-malleco-region-de-la-araucania/
21/04/11 12:34:24,empleospublicos.pages,4/9/2019 -> 13/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/04 -> 19/09/13
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3638/ranking-educadora-de-parvulos-provincia-de-cautin-region-de-la-araucania/
21/04/11 12:34:24,empleospublicos.pages,6/9/2019 -> 10/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/06 -> 19/09/10
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3665/tecnico-en-parvulo-media-jornada-programa-extension-horaria-region-del-biobio/
21/04/11 12:34:24,empleospublicos.pages,6/9/2019 -> 10/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/06 -> 19/09/10
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3670/ranking-auxiliar-de-servicios-menores-media-jornada-region-del-bio-bio/
21/04/11 12:34:24,empleospublicos.pages,9/9/2019 -> 4/10/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/09 -> 19/10/04
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3680/ranking-tecnico-en-educacion-de-parvulos-region-de-antofagasta/
21/04/11 12:34:24,empleospublicos.pages,9/9/2019 -> 12/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/09 -> 19/09/12
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3673/tecnico-en-atencion-de-parvulos-comuna-de-chillan-y-bulnes-region-de-nuble-2/
21/04/11 12:34:24,empleospublicos.pages,9/9/2019 -> 16/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/09 -> 19/09/16
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3690/auxiliar-de-servicios-menores-extension-horaria-varias-comunas-region-de-la-araucania/
21/04/11 12:34:24,empleospublicos.pages,9/9/2019 -> 12/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/09 -> 19/09/12
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3692/tecnico-contable-unidad-licencias-medicas-chillan-region-de-nuble/
21/04/11 12:34:24,empleospublicos.pages,9/9/2019 -> 12/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/09 -> 19/09/12
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3693/administrativo-direccion-regional-nuble-comuna-de-chillan-region-de-nuble/
21/04/11 12:34:24,empleospublicos.pages,9/9/2019 -> 12/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/09 -> 19/09/12
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3695/auxiliar-de-servicio-comuna-de-chillan-region-nuble/
21/04/11 12:34:24,empleospublicos.pages,9/9/2019 -> 16/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/09 -> 19/09/16
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3698/proceso-abierto-tecnicos-en-educacion-parvularia-media-jornada-para-programa-de-extension-horaria-de-jardines-infantiles-region-tarapaca/
21/04/11 12:34:24,empleospublicos.pages,10/9/2019 -> 16/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/10 -> 19/09/16
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3706/auxiliar-servicios-menores-programa-extension-abierta-cuidad-de-valdivia-region-de-los-rios/
21/04/11 12:34:24,empleospublicos.pages,10/9/2019 -> 16/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/10 -> 19/09/16
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3702/trasladotecnico-en-parvulos-extension-horaria-cuidad-de-valdivia-region-de-los-rios/
21/04/11 12:34:24,empleospublicos.pages,10/9/2019 -> 13/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/10 -> 19/09/13
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3701/subdirectora-de-gestion-y-desarrollo-de-personas-direccion-regional-del-maule/
21/04/11 12:34:24,empleospublicos.pages,11/9/2019 -> 17/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/11 -> 19/09/17
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3722/asesor-tecnico-de-obras-ato-region-de-valparaiso-2/
21/04/11 12:34:24,empleospublicos.pages,11/9/2019 -> 18/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/11 -> 19/09/18
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3724/inspector-tecnico-de-obras-ito-rapa-nui-region-de-valparaiso/
21/04/11 12:34:24,empleospublicos.pages,29/8/2019 -> 30/9/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/08/29 -> 19/09/30
.21/04/11 12:34:24,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3568/reemplazos-educadoras-de-parvulos-region-del-libertador-gral-bernardo-ohiggins/
21/04/11 12:34:24,empleospublicos.pages,12/9/2019 -> 11/10/2019 23:59:00
21/04/11 12:34:24,empleospublicos.pages,19/09/12 -> 19/10/11
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3729/ranking-educadora-de-parvulos-region-de-antofagasta/
21/04/11 12:34:25,empleospublicos.pages,12/9/2019 -> 25/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/12 -> 19/09/25
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3733/proceso-abierto-auxiliares-de-servicios-menores-media-jornada-varias-comunas-region-de-ohiggins/
21/04/11 12:34:25,empleospublicos.pages,13/9/2019 -> 26/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/13 -> 19/09/26
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3734/ranking-tecnicos-en-atencion-de-parvulos-jardines-clasicos-region-de-ohiggins/
21/04/11 12:34:25,empleospublicos.pages,12/9/2019 -> 16/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/12 -> 19/09/16
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3728/auxiliar-de-extension-horaria-22-h-region-de-los-lagos-2/
21/04/11 12:34:25,empleospublicos.pages,12/9/2019 -> 23/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/12 -> 19/09/23
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3735/proceso-abierto-educadora-de-parvulos-comuna-de-andacollo-region-de-coquimbo/
21/04/11 12:34:25,empleospublicos.pages,12/9/2019 -> 24/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/12 -> 19/09/24
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3736/proceso-abierto-tecnicos-en-educacion-de-parvulos-comuna-de-andacollo-region-de-coquimbo/
21/04/11 12:34:25,empleospublicos.pages,12/9/2019 -> 25/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/12 -> 19/09/25
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3737/proceso-abierto-auxiliar-de-servicios-menores-comuna-de-andacollo-region-de-coquimbo/
21/04/11 12:34:25,empleospublicos.pages,13/9/2019 -> 17/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/13 -> 19/09/17
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3739/operario-oficina-de-abastecimiento-departamento-de-recursos-financieros-direccion-nacional/
21/04/11 12:34:25,empleospublicos.pages,16/9/2019 -> 23/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/16 -> 19/09/23
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3754/tecnico-en-educacion-de-parvulos-comuna-de-coyhaique-region-de-aysen/
21/04/11 12:34:25,empleospublicos.pages,16/9/2019 -> 25/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/16 -> 19/09/25
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3746/tecnicos-en-educacion-de-parvulos-apoyo-a-la-extension-horaria-varias-comunas-region-de-la-araucania/
21/04/11 12:34:25,empleospublicos.pages,16/9/2019 -> 25/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/16 -> 19/09/25
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3745/tecnicos-en-educacion-de-parvulos-extension-horaria-varias-comunas-region-de-la-araucania/
21/04/11 12:34:25,empleospublicos.pages,16/9/2019 -> 18/10/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/16 -> 19/10/18
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3749/tecnicosas-en-educacion-de-parvulos-de-reemplazo-comunas-region-metropolitana/
21/04/11 12:34:25,empleospublicos.pages,16/9/2019 -> 23/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/16 -> 19/09/23
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3740/proceso-abierto-administrativo-de-jardin-infantil-comuna-de-andacollo-region-de-coquimbo/
21/04/11 12:34:25,empleospublicos.pages,23/9/2019 -> 27/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/23 -> 19/09/27
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3793/psicologo-laboral-reemplazo-pre-y-post-natal-region-metropolitana/
21/04/11 12:34:25,empleospublicos.pages,23/9/2019 -> 26/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/23 -> 19/09/26
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3762/reemplazo-post-natal-tecnico-contable-para-rrff-en-direccion-regional-region-de-atacama/
21/04/11 12:34:25,empleospublicos.pages,24/9/2019 -> 1/10/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/24 -> 19/10/01
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3798/educadora-de-lengua-y-cultura-indigena-comuna-de-san-pedro-de-atacama-region-de-antofagasta-2/
21/04/11 12:34:25,empleospublicos.pages,24/9/2019 -> 27/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/24 -> 19/09/27
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3800/encargadoa-de-prevencion-de-riesgos-comuna-de-antofagasta-region-de-antofagasta/
21/04/11 12:34:25,empleospublicos.pages,24/9/2019 -> 28/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/24 -> 19/09/28
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3805/proceso-abierto-tecnico-en-educacion-parvularia-comuna-de-porvenir-region-de-magallanes-y-antart/
21/04/11 12:34:25,empleospublicos.pages,25/9/2019 -> 27/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/25 -> 19/09/27
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3803/tecnicoa-en-prevencion-de-riesgos-direccion-regional-del-maule/
21/04/11 12:34:25,empleospublicos.pages,25/9/2019 -> 25/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/25 -> 19/09/25
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3811/ranking-educadora-de-parvulos-varias-comunas-region-de-atacama/
21/04/11 12:34:25,empleospublicos.pages,25/9/2019 -> 30/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/25 -> 19/09/30
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3812/reemplazo-pre-y-post-natal-psicologoa-oficina-de-buen-trato-temuco-region-de-la-araucania/
21/04/11 12:34:25,empleospublicos.pages,25/9/2019 -> 26/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/25 -> 19/09/26
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3813/reemplazo-post-natal-trabajadora-social-comuna-de-temuco-region-de-la-araucania/
21/04/11 12:34:25,empleospublicos.pages,25/9/2019 -> 27/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/25 -> 19/09/27
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3815/tecnico-en-parvulos-barrio-civico-comuna-de-valdivia-region-de-los-rios/
21/04/11 12:34:25,empleospublicos.pages,26/9/2019 -> 10/10/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/26 -> 19/10/10
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3818/ranking-auxiliar-de-servicios-media-jornada-varias-comunas-region-de-atacama/
21/04/11 12:34:25,empleospublicos.pages,26/9/2019 -> 10/10/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/26 -> 19/10/10
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3821/auxiliar-de-servicios-menores-comuna-de-lago-ranco-region-de-los-rios/
21/04/11 12:34:25,empleospublicos.pages,26/9/2019 -> 30/9/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/26 -> 19/09/30
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3819/ranking-auxiliar-de-servicios-varias-comunas-region-de-atacama/
21/04/11 12:34:25,empleospublicos.pages,27/9/2019 -> 1/10/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/27 -> 19/10/01
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3829/reemplazo-asesor-de-las-unidades-educativas-mencion-inclusion-region-de-la-araucania/
21/04/11 12:34:25,empleospublicos.pages,27/9/2019 -> 18/10/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/09/27 -> 19/10/18
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3831/tecnico-en-at-de-parvulos-ji-alternativo-los-grillitos-placilla-ohiggins/
21/04/11 12:34:25,empleospublicos.pages,1/10/2019 -> 04/10/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/10/01 -> 19/10/04
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3842/tecnicoa-unidad-de-personal-sub-direccion-gestion-de-personas-chillan/
21/04/11 12:34:25,empleospublicos.pages,4/10/2019 -> 30/10/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/10/04 -> 19/10/30
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3893/educadoras-de-parvulos-en-calidad-de-reemplazo-region-tarapaca/
21/04/11 12:34:25,empleospublicos.pages,4/10/2019 -> 30/10/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/10/04 -> 19/10/30
.21/04/11 12:34:25,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3896/tecnicos-en-educacion-parvularia-en-calidad-de-reemplazo-region-tarapaca/
21/04/11 12:34:25,empleospublicos.pages,4/10/2019 -> 30/10/2019 23:59:00
21/04/11 12:34:25,empleospublicos.pages,19/10/04 -> 19/10/30
